Epoch,Train Loss,Test Loss,Validation Loss,Train Accuracy,Test Accuracy,Validation Accuracy
1,1.368793723741733,1.2117117423913442,1.2024849032702511,0.5032493444305096,0.5505215123859192,0.5591428571428572
2,1.0153318085522818,1.0124598556042959,1.0772292327527042,0.6393797742560712,0.6574315514993481,0.6311428571428571
3,0.8482959419760331,0.9213652959830748,0.9497774375355952,0.7045946870368259,0.6786179921773142,0.6594285714285715
4,0.7246166395196498,0.8666220730907904,0.8964418541623033,0.7433587960323794,0.6955671447196871,0.6842857142857143
5,0.6165178164378324,0.8358213508035988,0.8856272208227959,0.782350929198495,0.7066492829204694,0.6917142857142857
6,0.5251782194377077,0.9013130877671452,0.9035206662329365,0.8189488085737088,0.6926336375488917,0.6937142857142857
7,0.43526435824609844,0.812773723519058,0.8714939374901932,0.847907878235093,0.7301173402868318,0.7248571428571429
8,0.3471530469131057,0.8645157264933611,0.9219654356575993,0.8818834796488427,0.741199478487614,0.7237142857142858
9,0.31745687061802014,0.9163369827134981,0.9640214477227703,0.8904343860449208,0.7284876140808344,0.724
10,0.26427694357158055,0.9661931207665475,1.063107367383835,0.9060540417284232,0.7255541069100391,0.7048571428571428
11,0.2256785346566613,1.0438060082437157,1.1382074530946609,0.9250940599703569,0.7297913950456323,0.7151428571428572
12,0.2028977752770068,0.9991740170662524,1.094456193058594,0.9298825675521605,0.7392438070404173,0.7214285714285714
13,0.1769125627070489,1.0037449457316445,1.1640854523810622,0.9424238969330749,0.7509778357235984,0.7168571428571429
14,0.14690565481571607,1.0173935864925927,1.1125895809637356,0.9489225857940942,0.7278357235984355,0.7145714285714285
15,0.10892762606988961,1.0536254576970048,1.149824296094511,0.9621479876866947,0.742503259452412,0.7242857142857143
16,0.1218011213534593,1.0830874894072622,1.1814932276805241,0.9594116976399498,0.7389178617992177,0.72
17,0.0875480422130506,1.0956467041417,1.2325191265780087,0.9703568578269297,0.7473924380704041,0.7208571428571429
18,0.09023893487761442,1.0912913462670986,1.167579437304101,0.9709269182533349,0.742503259452412,0.7242857142857143
19,0.07893635886596204,1.0993468928171144,1.2567717264827392,0.974347280811766,0.7568448500651891,0.7308571428571429
20,0.05977714209048034,1.216563760042239,1.2729067125412972,0.9800478850758181,0.7366362451108214,0.7245714285714285
21,0.06612183956337067,1.15644781745461,1.2983932661054205,0.9803899213316611,0.7601043024771839,0.7322857142857143
22,0.03674262868868567,1.209031346803992,1.3168454160701195,0.9893968760688633,0.7395697522816167,0.726
23,0.07942033707402148,1.1618123437500192,1.2470684815283235,0.9717250028503022,0.7483702737940026,0.7334285714285714
24,0.04355638544329651,1.2380285855457676,1.2777045617756098,0.9867745981073994,0.7539113428943938,0.7448571428571429
25,0.062195076151313734,1.1827794700576153,1.2871189611096394,0.9778816554554782,0.7486962190352021,0.7385714285714285
26,0.04333541374120273,1.1864375953136914,1.2961487598785255,0.9848363926576217,0.7454367666232073,0.7308571428571429
27,0.029246562409325685,1.2429200049647118,1.3526494840423675,0.99122106943336,0.7513037809647979,0.74
28,0.02547087144208185,1.2552039504868542,1.3763034141039876,0.9919051419450462,0.7405475880052151,0.7382857142857143
29,0.01669841952814531,1.3435206204810488,1.4394955528266389,0.9957815528446016,0.7464146023468058,0.7368571428571429
30,0.015930845680426887,1.3192844144185376,1.4234314041348284,0.9949834682476343,0.7542372881355932,0.7437142857142857
31,0.019326851629847406,1.3415178640960097,1.487415928674275,0.9940713715653859,0.75,0.7371428571428571
32,0.021271998395283508,1.267661484391463,1.3805629777207495,0.9933872990536997,0.75,0.7394285714285714
33,0.013193677935804107,1.3441590535624073,1.4457063377945425,0.9962376011857257,0.7438070404172099,0.7405714285714285
34,0.0216909040351967,1.5441867224721288,1.6355238943509587,0.9920191540303273,0.7428292046936115,0.73
35,0.04465302925498903,1.2605967869522299,1.4097509028190176,0.9863185497662752,0.7473924380704041,0.7311428571428571
36,0.02821065606526057,1.2506410727049797,1.3823276532465192,0.9900809485805495,0.7568448500651891,0.7362857142857143
37,0.030748505916191774,1.3910574574068353,1.5785437494909207,0.9898529244099875,0.7509778357235984,0.7202857142857143
38,0.015882264338015473,1.2689717467051953,1.414229326698606,0.9947554440770722,0.758148631029987,0.7348571428571429
39,0.010335023005781692,1.3140398413025498,1.504681458177904,0.9965796374415689,0.757496740547588,0.7365714285714285
40,0.00921839064656736,1.3648305603889146,1.5109750114075124,0.9978337703796603,0.7542372881355932,0.7348571428571429
