Epoch,Train Loss,Test Loss,Validation Loss,Train Accuracy,Test Accuracy,Validation Accuracy
1,1.630308847335495,1.52121114764548,1.5384461332673895,0.36076774219027685,0.44735352391735067,0.44085714285714284
2,1.376285858005191,1.3051837892419074,1.315657481755296,0.46941274041309583,0.49915086328898955,0.5022857142857143
3,1.2400228593519649,1.303531807872606,1.3417190219441506,0.5279412345483986,0.5164166430795358,0.5097142857142857
4,1.1381450419891355,1.2130173803454611,1.2137204717555548,0.5702381422534655,0.5526464760826493,0.5534285714285714
5,1.0447268138862604,1.1367189146881729,1.1559154128647287,0.6088227163224201,0.5801018964053213,0.5722857142857143
6,0.9704088054159662,1.1728677556458103,1.2014263873775255,0.6410489317167568,0.569346164732522,0.56
7,0.8948244089878441,1.150801080173699,1.1807983981692083,0.6700367284072509,0.5860458533823946,0.5734285714285714
8,0.813822935002933,1.1802004667428823,1.238736883690368,0.703131787844082,0.589300877441268,0.576
9,0.7401227411388673,1.3277309723535544,1.3450592387484632,0.7306188539157221,0.5626945938296065,0.5485714285714286
10,0.675656886970176,1.2852017154992976,1.3128301381520484,0.7579479483432724,0.5663741862439853,0.5562857142857143
11,0.6049507954596193,1.2765564997575132,1.32234230623942,0.7821176098890249,0.5734503255024059,0.5571428571428572
12,0.5409379475623539,1.30414261463271,1.3951117539242521,0.8067216934560246,0.5915652420039627,0.5688571428571428
13,0.4752797064437888,1.4130442875576505,1.4850718218441967,0.8327870147308558,0.5830738748938579,0.558
14,0.4307767909681466,1.4608800762682748,1.5286440358042173,0.8489001224280242,0.5793942824794792,0.5577142857142857
15,0.3727218142333508,1.4576886152981345,1.5320622983588477,0.8710951384226532,0.5993489951882253,0.5791428571428572
16,0.32789466156025926,1.6103358593394315,1.6579393325331004,0.8880770901623158,0.5830738748938579,0.5708571428571428
17,0.29263941160228457,1.650459000090668,1.7846669660855645,0.8985427115832708,0.5786866685536372,0.552
18,0.263395167255347,1.652947416874618,1.7085590710923009,0.9104695707120571,0.5968015850551939,0.5768571428571428
19,0.23928950862713105,1.7248100240912911,1.790665022042244,0.9201848268235852,0.5815171242570054,0.5708571428571428
20,0.21314950819484377,1.720641485769386,1.819880163696803,0.9276884799178547,0.5922728559298047,0.568
21,0.18112072946011917,1.7497465806866772,1.8403887130898429,0.9378776509616524,0.5890178318709313,0.5611428571428572
22,0.16668032192956334,1.9471609792224347,2.0174558285164506,0.9451838395008096,0.5871780356637418,0.568
23,0.15994678995738526,1.958647008992524,1.978559821844101,0.9473559496070455,0.5942541749221625,0.5888571428571429
24,0.1290199633875117,1.94220974234173,2.0511901775315473,0.9576241064728881,0.5970846306255307,0.5757142857142857
25,0.12157929639485844,1.963014195293896,2.029345587236152,0.9610204968208207,0.5851967166713841,0.5828571428571429
26,0.11596455371670074,2.0419138712878024,2.0876413723921665,0.9628371707278544,0.5877441268044155,0.5722857142857143
27,0.0976747647293332,2.0405748478807,2.1237759485364505,0.9673393625844161,0.5953863572035097,0.586
28,0.10648689600765536,2.0107320386729923,2.1393006421523553,0.9656016744994274,0.5993489951882253,0.5788571428571428
29,0.09015960106059888,2.210263157118669,2.2986516299313062,0.9710516962205284,0.5984998584772149,0.5848571428571429
30,0.07498050750472535,2.1554234296421106,2.251823286215464,0.9757513526322025,0.6048683838097934,0.5945714285714285
31,0.0731164557298993,2.213144567695177,2.37920581845388,0.9759093242762924,0.6075573167279932,0.5905714285714285
32,0.07566728184708739,2.238037534841659,2.418091177396034,0.9739346787251688,0.6055759977356354,0.5765714285714286
33,0.07424031000188566,2.1856504889264095,2.323809485593343,0.9738556929031239,0.5825077837531842,0.5665714285714286
34,0.07131804209089275,2.28473068884183,2.4416835897317215,0.976541210852652,0.6024624964619304,0.5757142857142857
35,0.06548501897519951,2.1917025730939903,2.3876010152302922,0.9782394060266182,0.6079818850834985,0.5808571428571428
36,0.07005684163416759,2.3444597111099372,2.42517626285553,0.9758303384542475,0.5986413812623832,0.5831428571428572
37,0.05960647837443905,2.2287562402990875,2.4071591071886558,0.9802930373997868,0.6011887913954147,0.5777142857142857
38,0.05656358889822271,2.329368341848996,2.4354416019023826,0.982070218395798,0.6065666572318144,0.5842857142857143
39,0.04775766075859724,2.224265533737123,2.324645856471911,0.9835314561036294,0.6089725445796773,0.5825714285714285
40,0.051218828662754276,2.5009610366131017,2.50018349398761,0.9822676829509103,0.5977922445513728,0.5897142857142857
41,0.051605960252924674,2.4054956224270807,2.506838693738528,0.9824256545950002,0.6072742711576564,0.5942857142857143
42,0.045134291971933076,2.43139323364623,2.517742281226807,0.984755736345326,0.6072742711576564,0.5817142857142857
43,0.04089838893943559,2.5530366264283657,2.6854153289098175,0.9853481300106631,0.610246249646193,0.5851428571428572
44,0.040397662850018425,2.3734019503326103,2.44080415027871,0.9862169740531574,0.6051514293801302,0.5902857142857143
45,0.041760251977653325,2.5615723429098134,2.6461044181835707,0.9853481300106631,0.5956694027738466,0.5848571428571429
46,0.04196230680499567,2.505638525405782,2.619687194557495,0.9853481300106631,0.5996320407585621,0.5811428571428572
